Time,Prey,Predator
1896.250000,179213.698751,3025.093894
1896.500000,140533.398605,4117.540341
1896.750000,98297.368227,4952.338387
1897.000000,64158.251984,5307.244593
1897.250000,41278.848047,5226.400106
1897.500000,27269.659278,4876.501083
1897.750000,18908.665063,4404.518492
1898.000000,13876.762919,3901.640428
1898.250000,10784.066211,3415.608236
1898.500000,8844.667843,2968.286334
1898.750000,7617.459501,2567.652703
1899.000000,6851.563024,2214.631111
1899.250000,6401.624911,1906.751431
1899.500000,6182.271154,1640.068597
1899.750000,6143.440455,1410.156945
1900.000000,6256.794059,1212.615623
1900.250000,6508.091333,1043.314033
1900.500000,6892.860504,898.498396
1900.750000,7413.948215,774.824355
1901.000000,8080.181888,669.350954
1901.250000,8905.722363,579.515442
1901.500000,9909.870002,503.099712
1901.750000,11117.190276,438.194324
1902.000000,12557.883279,383.163408
1902.250000,14268.355164,336.612141
1902.500000,16291.968711,297.357732
1902.750000,18679.960109,264.404333
1903.000000,21492.511823,236.922161
1903.250000,24799.967180,214.231126
1903.500000,28684.159161,195.789425
1903.750000,33239.799206,181.187990
1904.000000,38575.823145,170.152403
1904.250000,44816.504696,162.555100
1904.500000,52101.993173,158.442923
1904.750000,60587.656642,158.088959
1905.000000,70441.110752,162.084784
1905.250000,81834.885198,171.502752
1905.500000,94930.927493,188.183807
1905.750000,109849.786794,215.256639
1906.000000,126610.865100,258.091412
1906.250000,145017.985477,326.072885
1906.500000,164443.661130,435.872749
1906.750000,183439.554883,617.165461
1907.000000,199115.712169,920.898233
1907.250000,206489.848613,1424.074343
1907.500000,198972.959985,2205.250909
1907.750000,172425.464845,3247.024567
1908.000000,131872.737250,4316.367065
1908.250000,90571.467591,5063.683678
1908.500000,58702.856328,5320.814588
1908.750000,37871.073352,5172.029397
1909.000000,25232.235895,4787.694353
1909.250000,17690.534377,4303.927748
1909.500000,13134.657653,3801.696690
1909.750000,10321.990267,3322.287581
1910.000000,8552.849400,2884.014537
1910.250000,7433.873386,2493.022918
1910.500000,6740.515861,2149.335608
1910.750000,6342.230130,1850.072216
1911.000000,6162.238261,1591.132616
1911.250000,6155.676646,1368.066942
1911.500000,6297.509383,1176.515058
1911.750000,6575.725957,1012.416808
1912.000000,6987.475011,872.099800
1912.250000,7536.884143,752.302100
1912.500000,8233.886882,650.161175
1912.750000,9093.681038,563.186357
1913.000000,10136.607261,489.224442
1913.250000,11388.328275,426.423692
1913.500000,12880.241512,373.199156
1913.750000,14650.087910,328.200804
1914.000000,16742.736722,290.285273
1914.250000,19211.134475,258.491607
1914.500000,22117.407707,232.021260
1914.750000,25534.103263,210.222677
1915.000000,29545.534517,192.580978
1915.250000,34249.171686,178.713754
1915.500000,39756.959557,168.374768
1915.750000,46196.348739,161.468766
1916.000000,53710.653712,158.083027
1916.250000,62458.040642,158.545746
1916.500000,72607.881432,163.529421
1916.750000,84332.156852,174.232831
1917.000000,97787.595823,192.704733
1917.250000,113080.407187,222.429927
1917.500000,130198.106273,269.409385
1917.750000,148879.255909,344.169579
1918.000000,168369.237592,465.449023
1918.250000,186986.166695,666.495554
1918.500000,201460.681206,1003.502370
1918.750000,206372.118691,1557.493254
1919.000000,195146.660831,2398.288371
1919.250000,165002.170318,3471.693129
1919.500000,123153.296465,4502.378409
1919.750000,83222.330453,5154.778365
1920.000000,53680.540298,5317.782499
1920.250000,34777.043100,5108.009207
1920.500000,23387.036262,4694.609084
1920.750000,16584.107444,4202.212274
1921.000000,12457.525387,3702.245229
1921.250000,9898.769528,3230.198345
1921.500000,8285.280393,2801.248823
1921.750000,7266.248709,2419.938267
1922.000000,6640.655537,2085.510247
1922.250000,6291.258812,1794.737858
1922.500000,6149.063006,1543.399102
1922.750000,6173.953849,1327.036911
1923.000000,6343.947548,1141.340216
1923.250000,6649.122903,982.323014
1923.500000,7088.171498,846.395518
1923.750000,7666.462480,730.378123
1924.000000,8395.020219,631.485961
1924.250000,9290.080609,547.299403
1924.500000,10373.037738,475.729005
1924.750000,11670.674408,414.979616
1925.000000,13215.616639,363.516169
1925.250000,15046.979251,320.032510
1925.500000,17211.184616,283.423922
1925.750000,19762.943573,252.763711
1926.000000,22766.387540,227.284106
1926.250000,26296.333391,206.361815
1926.500000,30439.644740,189.508852
1926.750000,35296.619079,176.369751
1927.000000,40982.268607,166.727204
1927.250000,47627.253336,160.519697
1927.500000,55378.030710,157.877506
1927.750000,64395.435871,159.188362
1928.000000,74850.265261,165.213381
1928.250000,86913.238625,177.291336
1928.500000,100734.438681,197.703188
1928.750000,116402.952984,230.334618
1929.000000,133869.069071,281.900581
1929.250000,152796.005185,364.222681
1929.500000,172283.802298,498.373797
1929.750000,190388.129956,721.559262
1930.000000,203430.861516,1095.418681
1930.250000,205581.530768,1703.726902
1930.500000,190488.210242,2602.684828
1930.750000,157036.519676,3696.008127
1931.000000,114492.534710,4672.884803
1931.250000,76292.788207,5225.464085
1931.500000,49077.987953,5299.370259
1931.750000,31972.788008,5035.526991
1932.000000,21716.362947,4598.011543
1932.250000,15578.807144,4099.795075
1932.500000,11839.451895,3603.501415
1932.750000,9511.139202,3139.442336
1933.000000,8040.145777,2720.031251
1933.250000,7113.567152,2348.410042
1933.500000,6551.412742,2023.150921
1933.750000,6248.404698,1740.737001
1934.000000,6142.601408,1496.853774
1934.250000,6198.235118,1287.051926
1934.500000,6396.148393,1107.076700
1934.750000,6728.382737,953.019350
