Year,Hare,Lynx
1857.5,50189.21901261061,1441.6682609572233
1857.75,40807.27600586847,1319.467746652606
1858.0,32189.999999999996,1198.1249999999998
1858.25,24921.462875170975,1082.5616901843691
1858.5,19184.918003494608,973.1810706080444
1858.75,15063.414130070934,869.2567907276974
1859.0,12640.0,770.0624999999999
1859.25,11996.18973626865,675.2508210417936
1859.5,13207.358973410954,585.9902691105985
1859.75,16347.34872384778,503.8283326241042
1860.0,21490.0,430.3125
1860.25,28190.18442975442,366.61276002345585
1860.5,33926.896102861574,312.3891029495612
1860.75,35660.159724537945,266.92401940088604
1861.0,30349.99999999999,229.5
1861.25,16898.697544713657,200.71513105188313
1861.5,1977.5566151427229,186.42988159115657
1861.75,-5799.862621999575,193.82031633485175
1862.0,2180.0,230.0625
1862.25,31229.244141390933,302.31675483151156
1862.5,73454.12743656753,417.6804331858124
1862.75,117659.44701346036,583.2351449472069
1863.0,152649.99999999997,806.0625
1863.25,169914.95088972262,1089.1526152470703
1863.5,171680.93363858716,1419.129635665594
1863.75,162858.94956815807,1778.5262132513205
1864.0,148360.0,2149.875
1864.25,132376.2647997185,2515.9184873052063
1864.5,116224.63800908385,2860.238524151812
1864.75,100503.19221390724,3166.6267989225107
1865.0,85809.99999999999,3418.875
1865.25,72620.14616140323,3607.314060532103
1865.5,60916.76432507743,3748.4318927271593
1865.75,50560.00032621292,3865.2556535586355
1866.0,41410.0,3980.8124999999995
1866.25,33337.369304668515,4105.667067441381
1866.5,26254.554690606397,4200.533904939551
1866.75,20084.462731241074,4213.6650399679465
1867.0,14750.0,4093.312499999999
1867.25,10206.157869922687,3805.8321228273717
1867.5,6536.266912496972,3389.994987514632
1867.75,3855.7424988227713,2902.675983444576
1868.0,2280.0,2400.75
1868.25,1870.967965640734,1933.864792811629
1868.5,2476.6276594057117,1522.7595825019166
1868.75,3891.473523467833,1180.9464559412456
1869.0,5910.0,921.9375000000001
1869.25,8233.564017514374,752.5065574886111
1869.5,10190.97244988018,652.4744949777012
1869.75,11017.894657305893,594.9239349779408
1870.0,9950.0,552.9375
1870.25,6832.275964301763,504.6597584839267
1870.5,3946.9825410735702,448.4830625872787
1870.75,4185.697847308593,387.8617103969913
1871.0,10439.999999999998,326.25
1871.25,24307.64462527857,269.5536273256821
1871.5,42211.09738582554,233.4838796731839
1871.75,59279.001453459736,236.20344218409377
1872.0,70639.99999999999,295.875
1872.25,72806.05178458392,424.35424783834475
1872.5,67822.37791562425,608.2689187199854
1872.75,59117.51508885244,827.9397552416336
1873.0,50119.99999999999,1063.6875
1873.25,43795.179486385685,1295.3184438209391
1873.5,41255.640951677444,1500.5810704468743
1873.75,43150.78194113048,1656.7094118493721
1874.0,50129.99999999999,1740.9374999999998
1874.25,62207.9177698733,1743.786039377899
1874.5,76860.05827766596,1708.922424492517
1874.75,90927.16964662565,1693.3007223608763
1875.0,101250.0,1753.8749999999998
1875.25,105531.89943412111,1927.4338830424633
1875.5,104926.62593765871,2170.1042315830564
1875.75,101450.53947236696,2417.8474643321215
1876.0,97120.0,2606.625
1876.25,93559.64074364226,2689.3241315772457
1876.5,90827.18797169918,2686.535649175256
1876.75,88588.64121390652,2635.776217185638
1877.0,86510.0,2574.5625000000005
1877.25,84242.50634130984,2532.7227156485533
1877.5,81378.37217554449,2509.3312967159204
1877.75,77495.05192200688,2495.7742294253276
1878.0,72170.0,2483.4374999999995
1878.25,65141.896391118324,2460.1062948910408
1878.5,56794.323326122794,2399.1626014610624
1878.75,47672.08859806585,2270.3876073005526
1879.0,38319.99999999999,2043.5625000000002
1879.25,29292.251844216808,1706.051323537283
1879.5,21180.58451996432,1315.5495474398308
1879.75,14586.12493572967,947.3354976224634
1880.0,10109.999999999998,676.6875
1880.25,8077.221232014416,557.5311843973287
1880.5,7708.338594019916,558.3813962796153
1880.75,7947.786659015456,626.4002850220942
1881.0,7739.999999999999,708.7499999999999
1881.25,6472.300727725518,766.763391998402
1881.5,5303.561103956015,818.4561174417079
1881.75,5835.540928208505,896.0145341641598
1882.0,9670.0,1031.625
1882.25,17675.138357083513,1244.634974171563
1882.5,27784.916990156024,1503.0363214535528
1882.75,37199.737128150526,1761.9820080087663
1883.0,43120.0,1976.625
1883.25,43939.02084394044,2117.225031627846
1883.5,42821.77093541989,2214.4689092440804
1883.75,44126.135559189395,2314.1502072382746
1884.0,52210.0,2462.0625
1884.25,69796.12201715472,2692.1738836920517
1884.5,93066.74926816442,2991.1505415701245
1884.75,116569.0018850919,3333.8331786631343
1885.0,134850.0,3695.0624999999995
1885.25,143834.30358744063,4044.0725976664435
1885.5,144956.23199192242,4327.67111197542
1885.75,141027.54440044297,4487.059070296686
1886.0,134860.0,4463.437499999999
1886.25,128636.50738308263,4222.107991267168
1886.5,122024.57276414588,3824.7743855281906
1886.75,114062.85176313618,3357.241087025119
1887.0,103790.0,2905.3124999999995
1887.25,90646.8543802288,2537.034499764882
1887.5,75682.97695149409,2249.4188459118122
1887.75,60350.11104701231,2021.7187691028369
1888.0,46100.0,1833.1875000000005
1888.25,34166.70009600214,1666.3126034233028
1888.5,24913.5194298778,1516.5189808245584
1888.75,18486.07904881456,1382.4658678135347
1889.0,15030.0,1262.8125
1889.25,14540.407735762628,1156.337156854407
1889.5,16410.44532899471,1062.2942932899539
1889.75,19882.760257729435,980.0574080805237
1890.0,24200.0,909.0
1890.25,28712.29396094734,849.5926754090683
1890.5,33199.69925414336,806.6944710156253
1890.75,37549.7549202677,786.2615311143695
1891.0,41649.99999999999,794.25
1891.25,45372.91642044799,835.3165555718191
1891.5,48530.75765443183,908.9200101475445
1891.75,50920.72006119975,1013.2197096494978
1892.0,52340.0,1146.3749999999998
1892.25,52734.63410726067,1305.6713757411546
1892.5,52646.02012812929,1484.8989258941956
1892.75,52764.396084933265,1676.9738881001385
1893.0,53780.0,1874.8124999999995
1893.25,56223.39090050932,2071.4149336510613
1893.5,59986.411833050974,2260.1170987756714
1893.75,64801.226849067134,2434.338839512446
1894.0,70400.0,2587.4999999999995
1894.25,76366.958540702,2713.5497490295984
1894.5,81694.58253966678,2808.5545540031158
1894.75,85227.41526879814,2869.1102069750746
1895.0,85809.99999999999,2891.8124999999995
1895.25,82617.52493668257,2874.439781168042
1895.5,76147.75800828186,2819.500622711864
1895.75,67229.1120757402,2730.6861528997533
1896.0,56689.99999999999,2611.6875
1896.25,45385.28546256763,2465.9899544232308
1896.5,34275.635427205736,2296.2554551494286
1896.75,24348.167678240967,2104.9401033009112
1897.0,16590.0,1894.4999999999998
1897.25,11662.739463046872,1668.9920027015326
1897.5,8925.95028289518,1438.8759941904223
1897.75,7413.685961295898,1216.212613584101
1898.0,6159.999999999999,1013.0625000000002
1898.25,4478.4441852448745,839.3232847706388
1898.5,2800.5634412135437,696.240568088883
1898.75,1837.4009765754406,582.8969423626855
1899.0,2300.0,498.37499999999994
1899.25,4589.890045973631,441.3027488409128
1899.5,7870.545952250646,408.48985845404644
1899.75,10995.928882402339,396.29141384015685
1900.0,12819.999999999996,401.0625
1900.25,12517.6206308606,419.40419642820973
1900.5,10547.252749783864,448.9015605949311
1900.75,7688.258493815196,487.38564446418695
1901.0,4719.999999999999,532.6875000000001
1901.25,2381.033680583962,584.1566373212484
1901.5,1246.6930486138897,647.2163991662294
1901.75,1851.505892336873,728.8085864280957
1902.0,4730.000000000001,835.875
1902.25,10222.15089680355,977.1147620992971
1902.5,17889.725055760577,1168.2562802401515
1902.75,27099.93668683731,1426.7852832609303
1903.0,37220.0,1770.1875
1903.25,47548.01898220183,2201.3364627190626
1903.5,57105.6567283438,2664.656917373163
1903.75,64845.46611031387,3089.9614133406826
1904.0,69719.99999999999,3407.0625
1904.25,70965.61692438912,3567.378254211951
1904.5,68953.89803086419,3608.748862767193
1904.75,64340.23012190716,3590.620039938839
1905.0,57780.0,3572.4375
1905.25,49983.26332024168,3588.4718094956315
1905.5,41878.75114819939,3572.292944058062
1905.75,34449.86340205742,3432.295731591461
1906.0,28680.0,3076.8750000000005
1906.25,25263.673544644174,2456.3868515555214
1906.5,23739.8473763382,1689.0324860005587
1906.75,23358.597519863128,934.9743774453163
1907.0,23370.000000000004,354.37499999999994
1907.25,23167.823751181626,63.990549907281796
1907.5,22720.609346447796,6.9521119397033555
1907.75,22140.590268490072,82.98449300227324
1908.0,21540.0,191.81250000000006
1908.25,21111.75020062933,254.35505037785097
1908.5,21371.465237870612,276.30750374062774
1908.75,22915.447656176584,284.5593302330907
1909.0,26340.0,306.0
1909.25,31965.331696301044,361.1732329563144
1909.5,39007.27970206974,445.23974809778565
1909.75,46405.58785680357,547.0145141903641
1910.0,53099.99999999999,655.3125000000001
1910.25,58293.485514166474,762.3026037343918
1910.5,62241.915953850395,873.56944136823
1910.75,65464.3884166091,998.0515583179531
1911.0,68479.99999999999,1144.6875
1911.25,71600.413747033,1318.0089302311187
1911.5,74307.55648252864,1504.9199864292946
1911.75,75875.92097675992,1687.9179244128234
1912.0,75580.0,1849.5
1912.25,72954.85949770143,1976.742730028634
1912.5,68577.85811603503,2075.039675414592
1912.75,63286.927676351115,2154.3636580932534
1913.0,57919.99999999999,2224.6875
1913.25,53135.61701216124,2293.2271809043446
1913.5,48874.76105333124,2356.1713119123374
1913.75,44899.02456783561,2406.951661964162
1914.0,40969.99999999999,2439.0
1914.25,36911.7349536536,2446.5008901039855
1914.5,32798.09767064001,2426.650076936056
1914.75,28765.411552306417,2377.3961003000977
1915.0,24950.0,2296.6875
1915.25,21456.974423224347,2183.8708211797125
1915.5,18266.5982641087,2043.8846303434382
1915.75,15327.922972938697,1883.0654993354449
1916.0,12590.0,1707.75
1916.25,10038.492353449006,1523.9328173646657
1916.5,7805.50927292519,1336.2410891901914
1916.75,6059.771555938777,1148.9600664206214
1917.0,4970.0,966.3749999999999
1917.25,4610.46241297962,793.004354674124
1917.5,4677.614644190539,634.2994503957958
1917.75,4773.459553306187,495.9448209195697
1918.0,4499.999999999999,383.62500000000006
1918.25,3763.2517446325082,301.00972487633834
1918.5,3685.2821503126515,243.70954672662552
1918.75,5692.171480836469,205.3202202136
1919.0,11209.999999999998,179.43750000000003
1919.25,21034.968108490342,161.6120192580229
1919.5,33443.756754558846,155.2139251977022
1919.75,46083.16702334793,165.5682435385304
1920.0,56599.99999999999,198.0
1920.25,63254.3758214061,256.33614340407007
1920.5,66759.69083145192,338.4113149825656
1920.75,68442.66042577178,440.5620790697784
1921.0,69630.0,559.125
1921.25,71363.7786058852,690.7123524381967
1921.5,73547.4799196334,833.0392523720352
1921.75,75799.9412735649,984.0965261198558
1922.0,77740.0,1141.875
1922.25,79076.75975505302,1304.3564390306422
1922.5,79880.3894900144,1469.4863630292934
1922.75,80311.32447996858,1635.201230513298
1923.0,80530.0,1799.4374999999998
1923.25,80554.49487390266,1959.8570086267334
1923.5,79833.46212030893,2113.0231080107906
1923.75,77673.19830656073,2255.224528389452
1924.0,73379.99999999999,2382.75
1924.25,66509.01074933627,2493.2770498999234
1924.5,57610.76202874981,2590.0383924275443
1924.75,47484.632293788425,2677.655538741393
1925.0,36929.99999999999,2760.7499999999995
1925.25,26718.524628752177,2842.327760523572
1925.5,17510.98976469181,2918.9326972790304
1925.75,9940.460018285536,2985.493160394974
1926.0,4640.0,3036.9375
1926.25,1988.6094856549914,3067.3962830057867
1926.5,1349.0289124829358,3067.808943456331
1926.75,1829.933883069412,3028.3171321787095
1927.0,2539.9999999999995,2939.0625
1927.25,2774.6936786278548,2793.83320120328
1927.5,2576.644585376444,2601.003403895644
1927.75,2175.2731994368114,2372.593779640186
1928.0,1799.9999999999998,2120.6250000000005
1928.25,1637.1470498335873,1856.477943431091
1928.5,1700.6427460112857,1588.9743159610925
1928.75,1961.3170691833416,1326.2960305105478
1929.0,2390.0,1076.625
1929.25,2942.3431220377956,848.4708453848574
1929.5,3513.284430578412,651.6540197599876
1929.75,3982.5835238298228,496.3226842551241
1930.0,4230.0,392.625
1930.25,4430.980462015231,347.12012034198034
1930.5,5943.719531675066,352.0111674989576
1930.75,10422.098835497369,395.9122559064561
1931.0,19520.0,467.4375
1931.25,34062.01627990128,556.7400794972215
1931.5,51555.58744272133,660.1294352441821
1931.75,68678.86488418072,775.4540733690519
1932.0,82110.0,900.5625
1932.25,89422.20441837965,1032.3707335441343
1932.5,91768.93069743963,1164.064841524314
1932.75,91198.69162777982,1287.8984037423368
1933.0,89760.0,1396.125
1933.25,88960.25979658011,1483.382455076242
1933.5,88142.43976752013,1553.845573658562
1933.75,86108.3998547001,1614.0734054116015
1934.0,81660.0,1670.625
1934.25,73599.10014529995,1730.059407088399
1934.5,60727.5602324799,1798.9356763414382
1934.75,41847.240203419904,1883.8128574237585
